Model,Dataset,Task,Feature Strategy,Sampling,Classifier,Accuracy,Balanced Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted F1,Macro AUC OVR,MITM Precision,MITM Recall,MITM F1,Number of Features,MITM Sampling Ratio
"D. No MI, no PCA + LightGBM OVR + MITM KMeansSMOTE",TON-IoT,True multi-class using type column,Log transform + StandardScaler; No MI; No PCA,MITM-targeted KMeansSMOTE,One-vs-Rest LightGBM,0.9895519912814803,0.9806088913213193,0.9531652561171816,0.9806088913213193,0.9638700291802177,0.9898584090465238,0.9993653980768482,0.6089743589743589,0.9090909090909091,0.7293666026871402,37,0.7
